id:ID(Drug),label,iri,chebi_id,atc_code,drug_type,drug_class,primary_indication,secondary_indications,mechanism_summary,status_overall,approved_regions,source,raw_source_ids
baricitinib,Baricitinib,https://www.alzforum.org/therapeutics/baricitinib,,,Small Molecule,Inflammation,"Alzheimer's Disease, Amyotrophic Lateral Sclerosis","Rheumatoid arthritis, Eczema (Europe, Japan only)",Baricitinib is an inhibitor of Janus kinase (JAK). It is approved in the U.S.,ongoing,,AlzForum.Therapeutics,baricitinib
bemdaneprocel,Bemdaneprocel,https://www.alzforum.org/therapeutics/bemdaneprocel,,,Other,"Other Neurotransmitters, Other",Parkinson's Disease,,"This cell-based therapy consists of a neuron graft for the treatment of Parkinson’s disease. The grafting cells are derived from human embryonic pluripotent stem cells, and converted in the lab to dopamine-producing neuron progenitors.",ongoing,,AlzForum.Therapeutics,bemdaneprocel
benfotiamine,Benfotiamine,https://www.alzforum.org/therapeutics/benfotiamine,,,"Supplement, Dietary","Inflammation, Other",Alzheimer's Disease,,"Benfotiamine is a synthetic, fat-soluble precursor of Vitamin B1 with high bioavailability. Taken orally, benfotiamine produces supra-physiological blood levels of the active coenzyme form of thiamine.",ongoing,,AlzForum.Therapeutics,benfotiamine
bepranemab,Bepranemab,https://www.alzforum.org/therapeutics/bepranemab,,,Immunotherapy (passive),Tau,"Progressive Supranuclear Palsy, Alzheimer's Disease",,"This humanized, monoclonal IgG4 antibody binds to the central region of tau, recognizing amino acids 235–250 near tau's microtubule-binding domain. The rationale of this approach is that mid-region antibodies will more potently interfere with the cell-to-cell propagation of pathogenic, aggregated tau than do N-terminally targeted anti-tau antibodies.",ongoing,,AlzForum.Therapeutics,bepranemab
besipirdine-hcl,Besipirdine HCl,https://www.alzforum.org/therapeutics/besipirdine-hcl,,,Small Molecule,Other Neurotransmitters,Alzheimer's Disease,,"Besipirdine was designed to address two biochemical deficits commonly observed in the AD brain: cholinergic and adrenergic activity. This drug has been shown to enhance the activity of both systems ( Klein et al., 1996 ).",discontinued,,AlzForum.Therapeutics,besipirdine-hcl
bexarotene,Bexarotene,https://www.alzforum.org/therapeutics/bexarotene,,,Small Molecule,"Amyloid-Related, Unknown",Alzheimer's Disease,Cutaneous T-cell Lymphoma in US,"This retinoid drug is approved by the FDA and EMA to treat T cell lymphoma of the skin. It is an agonist of a nuclear transcription factor called retinoid X receptor, which forms heterodimers with peroxisome proliferator-activated receptor γ (PPARγ) or liver X receptors (LXRs) to aid in the formation of ApoE lipoprotein particles.",ongoing,,AlzForum.Therapeutics,bexarotene
bezisterim,Bezisterim,https://www.alzforum.org/therapeutics/bezisterim,,,Small Molecule,"Inflammation, Other","Alzheimer's Disease, Parkinson's Disease",,"NE3107 is a derivative of β-androstenetriol, a naturally occurring adrenal sterol metabolite. The parent compound has been chemically modified to increase oral bioavailability and stability.",ongoing,,AlzForum.Therapeutics,bezisterim
bi-1181181,BI 1181181,https://www.alzforum.org/therapeutics/bi-1181181,,,Small Molecule,Amyloid-Related,Alzheimer's Disease,,"This compound is an inhibitor targeted to the catalytic site of the enzymes BACE1 and BACE2. It was discovered by the biotechnology company Vitae Pharmaceuticals using Contour®, its structure-based drug design platform, and is being clinically developed with the pharmaceutical firm Boehringer Ingelheim.",discontinued,,AlzForum.Therapeutics,bi-1181181
bi-409306,BI 409306,https://www.alzforum.org/therapeutics/bi-409306,,,Small Molecule,"Other Neurotransmitters, Other","Alzheimer's Disease, Schizophrenia",,BI 409306 is an inhibitor of phosphodiesterase 9A. PDE9A is a drug target for cognitive decline in Alzheimer's and other diseases because this enzyme reduces brain levels of the second messenger cyclic guanosine monophosphate.,discontinued,,AlzForum.Therapeutics,bi-409306
bifidobacterium-breve-a1,Bifidobacterium breve A1,https://www.alzforum.org/therapeutics/bifidobacterium-breve-a1,,,"Supplement, Dietary",Other,Mild Cognitive Impairment,,"Bifidobacterium breve A1 is a proprietary strain of probiotic bacteria isolated from the intestinal tract of an infant. A main component of the human gut microbiome, Bifidobacteria species form part of many probiotic supplements widely used to treat gastrointestinal and other ailments (see WebMD ).",ongoing,,AlzForum.Therapeutics,bifidobacterium-breve-a1
biib076,BIIB076,https://www.alzforum.org/therapeutics/biib076,,,Immunotherapy (passive),Tau,Alzheimer's Disease,,"BIIB076 is a human recombinant, monoclonal anti-tau IgG1 antibody generated by Neurimmune's reverse translational medicine platform. Biogen acquired it in 2010.",discontinued,,AlzForum.Therapeutics,biib076
biib078,BIIB078,https://www.alzforum.org/therapeutics/biib078,,,DNA/RNA-based,Other,Amyotrophic Lateral Sclerosis,,"BIIB078 is an antisense oligonucleotide targeting the chromosome 9 open reading frame 72 (C9ORF72) gene mRNA. It was being developed for ALS caused by hexanucleotide repeat expansions in C9ORF72 ( van Blitterswijk et al, 2012 ).",discontinued,,AlzForum.Therapeutics,biib078
biib080,BIIB080,https://www.alzforum.org/therapeutics/biib080,,,DNA/RNA-based,Tau,Alzheimer's Disease,,"This investigational therapeutic is the first antisense oligonucleotide (ASO) targeting tau expression to enter clinical trials. Developed by IONIS in collaboration with Timothy Miller at Washington University, St.",ongoing,,AlzForum.Therapeutics,biib080
biib100,BIIB100,https://www.alzforum.org/therapeutics/biib100,,,Small Molecule,"Inflammation, Other",Amyotrophic Lateral Sclerosis,,"BIIB100 is an inhibitor of Exportin 1 (XPO1), a protein that mediates export of many proteins and RNA from the cell nucleus. Abnormal movement of proteins and RNA molecules in and out of the nucleus plays a role in neurodegenerative and other diseases.",discontinued,,AlzForum.Therapeutics,biib100
biib105,BIIB105,https://www.alzforum.org/therapeutics/biib105,,,DNA/RNA-based,Other,Amyotrophic Lateral Sclerosis,,"BIIB105 is an antisense oligonucleotide (ASO). It binds the mRNA for ataxin-2 and mediates its degradation, which results in lower ataxin-2 protein levels.",discontinued,,AlzForum.Therapeutics,biib105
biib113,BIIB113,https://www.alzforum.org/therapeutics/biib113,,,Small Molecule,Tau,Alzheimer's Disease,,"BIIB113 is a small molecule inhibitor of O-GlcNACase, or OGA, an enzyme that catalyzes the removal of O-GlcNAc sugar modifications from proteins. OGA inhibitors promote glycosylation of tau, which prevents its aggregation and appears to stabilize the protein in a soluble, non-pathogenic form (e.g., see Yuzwa et al., 2012 ).",discontinued,,AlzForum.Therapeutics,biib113
biib118,BIIB118,https://www.alzforum.org/therapeutics/biib118,,,Small Molecule,Other,"Alzheimer's Disease, Parkinson's Disease",,"PF-05251749 is an inhibitor of Casein kinase 1 delta and epsilon (CK1δ and ε). It was being developed by Pfizer for the treatment of Alzheimer's disease, and is now owned by Biogen.",ongoing,,AlzForum.Therapeutics,biib118
blarcamesine,Blarcamesine,https://www.alzforum.org/therapeutics/blarcamesine,,,Small Molecule,Other,"Alzheimer's Disease, Parkinson's Disease Dementia, Parkinson's Disease",,"This compound is an agonist of the intracellular sigma-1 chaperone protein. Specifically, it is a mixed ligand for sigma1/muscarinic receptors.",ongoing,,AlzForum.Therapeutics,blarcamesine
bms-986446,BMS-986446,https://www.alzforum.org/therapeutics/bms-986446,,,Immunotherapy (passive),Tau,Alzheimer's Disease,,"PRX005 is Prothena’s anti-tau IgG1 humanized antibody. It recognizes an epitope in the R1, R2, and R3 repeats in the microtubule binding region MTBR.",ongoing,,AlzForum.Therapeutics,bms-986446
bosutinib,Bosutinib,https://www.alzforum.org/therapeutics/bosutinib,,,Small Molecule,Other,"Alzheimer's Disease, Dementia with Lewy Bodies",Chronic myeloid leukemia,"Bosutinib is an oral inhibitor of Abl and Src tyrosine kinases that has been approved since 2012 for the treatment of chronic myeloid leukemia. At the therapeutic dose of 500 mg/day, its common side effects are diarrhea, nausea, and vomiting.",ongoing,,AlzForum.Therapeutics,bosutinib
bpn14770,BPN14770,https://www.alzforum.org/therapeutics/bpn14770,,,Small Molecule,"Cholinergic System, Other",Alzheimer's Disease,,"BPN14770 is an allosteric inhibitor of phosphodiesterase 4D (PDE4D), a regulator of the intracellular second messenger cAMP in neurons. Inhibitors of PDE4D raise cAMP levels, which has been reported to support cognition and protect neurons.",ongoing,,AlzForum.Therapeutics,bpn14770
brexpiprazole,Brexpiprazole,https://www.alzforum.org/therapeutics/brexpiprazole,,,Small Molecule,Other Neurotransmitters,"Alzheimer's Disease, Schizophrenia",,"Brexpiprazole is an orally available dopamine receptor D2 partial agonist, and an atypical antipsychotic. This quinolinone derivative is a successor to aripiprazole (Abilify, Aripiprex), an approved, widely used drug that is also a dopamine D2 receptor partial agonist.",approved,,AlzForum.Therapeutics,brexpiprazole
bryostatin-1,Bryostatin 1,https://www.alzforum.org/therapeutics/bryostatin-1,,,Other,Other,Alzheimer's Disease,,Bryostatin 1 is a natural product derived from the marine invertebrate Bugula neritina. It has potent and broad antitumor activity.,ongoing,,AlzForum.Therapeutics,bryostatin-1
bt-267,BT-267,https://www.alzforum.org/therapeutics/bt-267,,,Small Molecule,Other,Parkinson's Disease,,"BT-267 is a selective, brain-penetrant small molecule inhibitor of leucine-rich repeat kinase LRRK2. It is designed to maximize CNS exposure and minimize peripheral activity, to reduce off-target and systemic effects.",ongoing,,AlzForum.Therapeutics,bt-267
buntanetap,Buntanetap,https://www.alzforum.org/therapeutics/buntanetap,,,Small Molecule,"Amyloid-Related, alpha-synuclein","Alzheimer's Disease, Parkinson's Disease",,"Buntanetap, previously known as posiphen or ANVS-401, is the pure (+) enantiomer, i.e. mirror image, of phenserine.",ongoing,,AlzForum.Therapeutics,buntanetap
bxcl501,BXCL501,https://www.alzforum.org/therapeutics/bxcl501,,,Small Molecule,Other,Alzheimer's Disease,Acute Agitation in Schizophrenia and Bipolar Disorder,BXCL501 is an orally dissolvable film formulation of the α2A adrenergic receptor agonist dexmedetomidine. It is approved to treat acute agitation associated with schizophrenia or bipolar disorder in people under medical supervision.,ongoing,,AlzForum.Therapeutics,bxcl501
candesartan,Candesartan,https://www.alzforum.org/therapeutics/candesartan,,,Small Molecule,Other,"Mild Cognitive Impairment, Alzheimer's Disease","Hypertension, congestive heart failure","Candesartan is an angiotensin II receptor antagonist used around the world to treat elevated blood pressure and congestive heart failure. Approved in 1997, the drug is available in generic form.",ongoing,,AlzForum.Therapeutics,candesartan
cannabidiol,Cannabidiol,https://www.alzforum.org/therapeutics/cannabidiol,,,Small Molecule,Other Neurotransmitters,Alzheimer's Disease,"Seizures in Dravet syndrome, Lennox-Gastaut syndrome or tuberous sclerosis complex","Cannabidiol is a major active compound of the cannabis plant. It is structurally related to tetrahydrocannabinol (THC), but does not produce a high.",ongoing,,AlzForum.Therapeutics,cannabidiol
carvedilol,Carvedilol,https://www.alzforum.org/therapeutics/carvedilol,,,Small Molecule,Unknown,Alzheimer's Disease,"Hypertension, heart failure, angina pectoris",Carvedilol phosphate is a non-selective α/β-adrenergic receptor antagonist and vasodilator. This drug has been available in the United States and many other countries since the mid-1990s.,ongoing,,AlzForum.Therapeutics,carvedilol
cdnf,CDNF,https://www.alzforum.org/therapeutics/cdnf,,,"Procedural Intervention, Other",Other,Parkinson's Disease,,"The neurotrophic peptide CDNF promotes survival of midbrain dopaminergic neurons, which degenerate in Parkinson’s disease. The peptide does not cross the blood-brain barrier.",ongoing,,AlzForum.Therapeutics,cdnf
celecoxib,Celecoxib,https://www.alzforum.org/therapeutics/celecoxib,,,Small Molecule,Inflammation,Alzheimer's Disease,"Pain, Arthritis","The NSAID celecoxib is a selective cyclooxygenase-2 (COX-2) inhibitor, whose anti-inflammatory and analgesic effects partly result from the inhibition of prostaglandin synthesis. In Alzheimer's research, interest in NSAIDs arose when epidemiological studies started reporting lower rates of Alzheimer's disease, or protection of cognition, among people who had been taking these drugs over long periods of time for the chronic treatment of inflammatory conditions (e.g., Mar 1997 news story; in't Veld et al., 1998; Nov 2001 news story; Vlad et al., 2008; Obermann et al., 2013).",discontinued,,AlzForum.Therapeutics,celecoxib
ceperognastat,Ceperognastat,https://www.alzforum.org/therapeutics/ceperognastat,,,Small Molecule,Tau,Alzheimer's Disease,,"This inhibitor of the O-GlcNAcase (OGA) enzyme was being developed as a potential treatment for tauopathies, including Alzheimer's disease. O-GlcNAcylation, i.e., addition of N-acetylglucosamine to serine and threonine residues, is a post-translational modification that regulates the function of many proteins.",discontinued,,AlzForum.Therapeutics,ceperognastat
cere-110,CERE-110,https://www.alzforum.org/therapeutics/cere-110,,,DNA/RNA-based,Other,Alzheimer's Disease,,"CERE-110 was a gene-therapy approach for neuroprotective treatment of Alzheimer's disease. It employed injection of an AAV2-based vector for expression of the gene encoding the trophic protein nerve growth factor (NGF) into the nucleus basalis of Meynert, a cholinergic brain area that degenerates in the disease.",discontinued,,AlzForum.Therapeutics,cere-110
cerebrolysin,Cerebrolysin,https://www.alzforum.org/therapeutics/cerebrolysin,,,Other,Other,Alzheimer's Disease,,,ongoing,,AlzForum.Therapeutics,cerebrolysin
chf-5074,CHF 5074,https://www.alzforum.org/therapeutics/chf-5074,,,Small Molecule,"Amyloid-Related, Inflammation, Other","Mild Cognitive Impairment, Alzheimer's Disease",,"This compound was initially reported as a γ-secretase modulator but is now portrayed as acting on multiple targets, particularly microglia. Long-term use of NSAIDs confers some protection against incident Alzheimer’s, and a widely noted finding that certain NSAIDs lower Aβ42 production independent of their action on the Cox enzymes prompted widespread research into NSAID derivatives of similar function (see Weggen et al., 2001 ).",ongoing,,AlzForum.Therapeutics,chf-5074
