biomarker_page_id,page_name,source_url,section,comparison,biomarker_key,analyte_label,analyte_core,fluid,analyte_class,version,n_raw,effect_size_raw,p_value_raw,n,effect_size,p_value,meta_text,meta_urls
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,10,0.43,<0.0001,10.0,0.43,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-dementia-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,synuclein_csf,α-synuclein (CSF),α-synuclein,CSF,other,3.0,5,0.666,<0.0001,5.0,0.666,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/parkinsons-disease-dementia-vs-alzheimers-disease-synuclein-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,psp_vs_ad,PSP vs AD,PSP vs AD,,other,3.0,,,,,,,,
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta40_csf,Aβ40 (CSF),Aβ40,CSF,amyloid,3.0,2,0.768,<0.0001,2.0,0.768,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/progressive-supranuclear-palsy-vs-alzheimers-disease-av40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta40_plasma_serum,Aβ40 (Plasma/Serum),Aβ40,Plasma/Serum,amyloid,3.0,2,1.049,0.188,2.0,1.049,0.188,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/progressive-supranuclear-palsy-vs-alzheimers-disease-av40-plasma-and
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta42_csf,Aβ42 (CSF),Aβ42,CSF,amyloid,3.0,10,1.475,<0.0001,10.0,1.475,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/progressive-supranuclear-palsy-vs-alzheimers-disease-av42-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta42_plasma_serum,Aβ42 (Plasma/Serum),Aβ42,Plasma/Serum,amyloid,3.0,2,1.16,0.019,2.0,1.16,0.019,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/progressive-supranuclear-palsy-vs-alzheimers-disease-av42-plasma-and
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,mcp_1_csf,MCP-1 (CSF),MCP-1,CSF,inflammation,3.0,2,0.981,0.724,2.0,0.981,0.724,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/progressive-supranuclear-palsy-vs-alzheimers-disease-mcp-1-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,nfl_csf,NFL (CSF),NFL,CSF,neurodegeneration,3.0,6,1.487,<0.0001,6.0,1.487,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/progressive-supranuclear-palsy-vs-alzheimers-disease-nfl-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,nfl_plasma_serum,NFL (Plasma/Serum),NFL,Plasma/Serum,neurodegeneration,3.0,3,1.147,0.423,3.0,1.147,0.423,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/progressive-supranuclear-palsy-vs-alzheimers-disease-nfl-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,ykl_40_csf,YKL-40 (CSF),YKL-40,CSF,inflammation,3.0,3,0.948,0.529,3.0,0.948,0.529,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/progressive-supranuclear-palsy-vs-alzheimers-disease-ykl-40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,neurogranin_csf,neurogranin (CSF),neurogranin,CSF,other,3.0,3,0.503,<0.0001,3.0,0.503,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/progressive-supranuclear-palsy-vs-alzheimers-disease-neurogranin-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,sapp_csf,sAPPα (CSF),sAPPα,CSF,other,3.0,2,0.772,<0.0001,2.0,0.772,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/progressive-supranuclear-palsy-vs-alzheimers-disease-sappa-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,sappbeta_csf,sAPPβ (CSF),sAPPβ,CSF,other,3.0,3,0.704,0.009,3.0,0.704,0.009,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/progressive-supranuclear-palsy-vs-alzheimers-disease-sappv-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_p181_csf,tau-p181 (CSF),tau-p181,CSF,tau,3.0,12,0.427,<0.0001,12.0,0.427,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/progressive-supranuclear-palsy-vs-alzheimers-disease-tau-p181-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_p181_plasma_serum,tau-p181 (Plasma/Serum),tau-p181,Plasma/Serum,tau,3.0,3,0.348,<0.0001,3.0,0.348,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/progressive-supranuclear-palsy-vs-alzheimers-disease-tau-p181-plasma-and
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,15,0.367,<0.0001,15.0,0.367,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/progressive-supranuclear-palsy-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_total_plasma_serum,tau-total (Plasma/Serum),tau-total,Plasma/Serum,tau,3.0,2,0.925,0.616,2.0,0.925,0.616,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/progressive-supranuclear-palsy-vs-alzheimers-disease-tau-total-plasma-and
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,synuclein_csf,α-synuclein (CSF),α-synuclein,CSF,other,3.0,4,0.693,<0.0001,4.0,0.693,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/progressive-supranuclear-palsy-vs-alzheimers-disease-synuclein-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,vad_vs_ad,VaD vs AD,VaD vs AD,,other,3.0,,,,,,,,
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta38_csf,Aβ38 (CSF),Aβ38,CSF,amyloid,3.0,2,0.803,<0.0001,2.0,0.803,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/vascular-dementia-vs-alzheimers-disease-av38-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta40_csf,Aβ40 (CSF),Aβ40,CSF,amyloid,3.0,4,0.85,0.003,4.0,0.85,0.003,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/vascular-dementia-vs-alzheimers-disease-av40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta40_plasma_serum,Aβ40 (Plasma/Serum),Aβ40,Plasma/Serum,amyloid,3.0,3,1.065,0.267,3.0,1.065,0.267,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/vascular-dementia-vs-alzheimers-disease-av40-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta42_csf,Aβ42 (CSF),Aβ42,CSF,amyloid,3.0,26,1.308,<0.0001,26.0,1.308,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/vascular-dementia-vs-alzheimers-disease-av42-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta42_plasma_serum,Aβ42 (Plasma/Serum),Aβ42,Plasma/Serum,amyloid,3.0,4,1.053,0.575,4.0,1.053,0.575,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/vascular-dementia-vs-alzheimers-disease-av42-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,nfl_csf,NFL (CSF),NFL,CSF,neurodegeneration,3.0,5,1.712,0.004,5.0,1.712,0.004,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/vascular-dementia-vs-alzheimers-disease-nfl-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,nse_csf,NSE (CSF),NSE,CSF,other,3.0,4,0.709,0.002,4.0,0.709,0.002,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/vascular-dementia-vs-alzheimers-disease-nse-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,nse_plasma_serum,NSE (Plasma/Serum),NSE,Plasma/Serum,other,3.0,2,0.714,0.009,2.0,0.714,0.009,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/vascular-dementia-vs-alzheimers-disease-nse-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,ykl_40_csf,YKL-40 (CSF),YKL-40,CSF,inflammation,3.0,3,0.873,0.009,3.0,0.873,0.009,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/vascular-dementia-vs-alzheimers-disease-ykl-40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,albumin_ratio,albumin ratio,albumin ratio,,other,3.0,9,1.203,0.067,9.0,1.203,0.067,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/vascular-dementia-vs-alzheimers-disease-albumin-ratio-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,neurogranin_csf,neurogranin (CSF),neurogranin,CSF,other,3.0,2,0.465,<0.0001,2.0,0.465,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/vascular-dementia-vs-alzheimers-disease-neurogranin-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_p181_csf,tau-p181 (CSF),tau-p181,CSF,tau,3.0,19,0.545,<0.0001,19.0,0.545,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/vascular-dementia-vs-alzheimers-disease-tau-p181-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,37,0.595,<0.0001,37.0,0.595,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/vascular-dementia-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_total_plasma_serum,tau-total (Plasma/Serum),tau-total,Plasma/Serum,tau,3.0,4,0.602,0.042,4.0,0.602,0.042,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/vascular-dementia-vs-alzheimers-disease-tau-total-plasma-and-serum
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,gcjd_vs_ad,gCJD vs AD,gCJD vs AD,,other,3.0,,,,,,,,
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,nfl_csf,NFL (CSF),NFL,CSF,neurodegeneration,3.0,2,2.002,0.039,2.0,2.002,0.039,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/creutzfeldt-jakob-disease-genetic-vs-alzheimers-disease-nfl-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,ykl_40_csf,YKL-40 (CSF),YKL-40,CSF,inflammation,3.0,2,1.304,0.001,2.0,1.304,0.001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/creutzfeldt-jakob-disease-genetic-vs-alzheimers-disease-ykl-40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,4,7.025,<0.0001,4.0,7.025,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/creutzfeldt-jakob-disease-genetic-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,lvppa_vs_ad,lvPPA vs AD,lvPPA vs AD,,other,3.0,,,,,,,,
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta42_csf,Aβ42 (CSF),Aβ42,CSF,amyloid,3.0,2,0.999,0.976,2.0,0.999,0.976,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/primary-progressive-aphasia-logopenic-variant-vs-alzheimers-disease-av42
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_p181_csf,tau-p181 (CSF),tau-p181,CSF,tau,3.0,2,0.959,0.602,2.0,0.959,0.602,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/primary-progressive-aphasia-logopenic-variant-vs-alzheimers-disease-tau
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,2,1.039,0.733,2.0,1.039,0.733,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/primary-progressive-aphasia-logopenic-variant-vs-alzheimers-disease-tau-0
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,scjd_vs_ad,sCJD vs AD,sCJD vs AD,,other,3.0,,,,,,,,
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta40_csf,Aβ40 (CSF),Aβ40,CSF,amyloid,3.0,2,0.849,0.329,2.0,0.849,0.329,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/creutzfeldt-jakob-disease-sporadic-vs-alzheimers-disease-av40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,abeta42_csf,Aβ42 (CSF),Aβ42,CSF,amyloid,3.0,4,1.119,0.115,4.0,1.119,0.115,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/creutzfeldt-jakob-disease-sporadic-vs-alzheimers-disease-av42-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,gfap_csf,GFAP (CSF),GFAP,CSF,inflammation,3.0,2,0.774,0.589,2.0,0.774,0.589,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/creutzfeldt-jakob-disease-sporadic-vs-alzheimers-disease-gfap-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,nfl_csf,NFL (CSF),NFL,CSF,neurodegeneration,3.0,7,5.194,<0.0001,7.0,5.194,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/creutzfeldt-jakob-disease-sporadic-vs-alzheimers-disease-nfl-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,ykl_40_csf,YKL-40 (CSF),YKL-40,CSF,inflammation,3.0,3,1.376,<0.0001,3.0,1.376,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/creutzfeldt-jakob-disease-sporadic-vs-alzheimers-disease-ykl-40-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_p181_csf,tau-p181 (CSF),tau-p181,CSF,tau,3.0,3,0.691,<0.0001,3.0,0.691,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/creutzfeldt-jakob-disease-sporadic-vs-alzheimers-disease-tau-p181-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_total_csf,tau-total (CSF),tau-total,CSF,tau,3.0,11,11.684,<0.0001,11.0,11.684,0.0001,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/creutzfeldt-jakob-disease-sporadic-vs-alzheimers-disease-tau-total-csf
versioning_history,AlzBiomarker Versioning History,https://www.alzforum.org/alzbiomarker/about-alzbiomarker/versioning-history,cross_diseases,FTD vs AD,tau_total_plasma_serum,tau-total (Plasma/Serum),tau-total,Plasma/Serum,tau,3.0,2,5.599,0.042,2.0,5.599,0.042,v.3.0,https://www.alzforum.org/alzbiomarker/meta-analysis/creutzfeldt-jakob-disease-sporadic-vs-alzheimers-disease-tau-total-plasma
